text;emotion;texto;emocao
i will feel the sadness when i am more troubled;sadness;eu sentirei a tristeza quando estiver mais perturbado;tristeza
i stared up at him amazed by the feeling and as equally amazed that nothing else was happening;surprise;eu olhei para ele espantado com a sensação e igualmente espantado que nada mais estava acontecendo;surpresa
i feel more excitment than reluctant xdd hohoho looking foward tmr xd cya tmr;fear;eu me sinto mais excitado do que relutante xdd hohoho olhando para frente tmr xd cya tmr;medo
i took a shower then headed to the bsc loop to meet allies for the trip to the club feeling very triumphant that i had helped in such a marvellous prank;joy;tomei um duche e depois dirigi-me ao circuito bsc para encontrar aliados para a viagem ao clube sentindo-me muito triunfante por ter ajudado numa brincadeira tão maravilhosa;alegria
i got home feeling miserable at my lack of shopping skillzz i remembered the bag of un opened un used make up sitting in my bedroom that i forgot all about;sadness;cheguei a casa a sentir-me miserável com a minha falta de habilidade para fazer compras zz lembrei-me do saco de maquilhagem não aberto e usado sentado no meu quarto de que me esqueci completamente;tristeza
i honestly feel that im being ignored and left alone;sadness;eu honestamente sinto que estou sendo ignorado e deixado sozinho;tristeza
i guess a lot of her is pretty high even though i can feel her hiccups and im guessing hand and arm movement low;sadness;eu acho que muito dela é bem alta, embora eu possa sentir seus soluços e eu acho que o movimento da mão e do braço está baixo;tristeza
i feel that im fine without him;joy;eu sinto que estou bem sem ele;alegria
i do however feel that some people would not be so shocked right;surprise;no entanto, sinto que algumas pessoas não ficariam tão chocadas, certo;surpresa
i am now feeling the onset of an unpleasant sort of tourist panic;sadness;agora estou sentindo o início de um tipo desagradável de pânico turístico;tristeza
i truly felt that when i left friday you were smiling and feeling i had respected you and you thinking i was a teasing little heathen you loved who enjoys arousing you with an animal delight;joy;eu realmente senti que quando eu saí na sexta você estava sorrindo e sentindo que eu o tinha respeitado e você pensando que eu era um pequeno pagão provocador que você amava que gosta de te excitar com um deleite animal;alegria
i feel drastically inadequate for the needs i feel swirling around me;sadness;sinto-me drasticamente inadequado para as necessidades que sinto girando ao meu redor;tristeza
i feel you might be quite amazed if ahead of you begin your diet program you continue to keep a a href http www;surprise;eu acho que você pode se surpreender se antes de começar seu programa de dieta você continuar a manter um a href http www;surpresa
i come home feeling drained and paralysed and when i try to study my brain just shuts down and ill end up snoring away on my bed and visiting dreamland;sadness;chego em casa me sentindo esgotado e paralisado e quando tento estudar meu cérebro simplesmente desliga e mal acabo roncando na minha cama e visitando a terra dos sonhos;tristeza
i take a look as i try to get used to the feeling of his touch innocent as it is;joy;dou uma olhada enquanto tento me acostumar com a sensação de seu toque inocente como é;alegria
i lived her life without the feeling of acceptance she felt as though trouble and misery followed her everywhere she went and that everyone hated her because of it;anger;vivi a sua vida sem o sentimento de aceitação ela sentia como se os problemas e a miséria a seguissem aonde quer que fosse e que todos a odiassem por causa disso;raiva
i every once in a while feel free;joy;eu de vez em quando me sinto livre;alegria
i feel like in spite of having so many amazing things to be thankful for life is just one big demanding wave after wave and i m being tossed around like a rag doll;surprise;sinto que apesar de ter tantas coisas fantásticas para agradecer a vida é apenas uma grande e exigente onda após onda e estou a ser atirado de um lado para o outro como uma boneca de pano;surpresa
i feel instantly glamorous just pulling it out of my handbag and sachaying it about for all to see;joy;eu me sinto instantaneamente glamourosa apenas tirando-o da minha bolsa e sacudindo-o para todos verem;alegria
i feel like if there are pickles in the fridge everything will be ok;joy;eu sinto que se houver picles na geladeira tudo ficará bem;alegria
i hope you all make the time to play along i have a feeling this sketch will be a popular one;joy;espero que todos tenham tempo para jogar junto tenho a sensação de que este esboço será popular;alegria
im sure this silly little blog is ridiculous but sometimes i just feel so aggravated;anger;tenho certeza que este pequeno blog bobo é ridículo, mas às vezes eu me sinto tão irritado;raiva
i hope you enjoy reading and please feel free to leave comments;joy;espero que gostem da leitura e fiquem a vontade para comentar;alegria
i always feel humiliated;sadness;eu sempre me sinto humilhado;tristeza
is name in the opening passages saying it may strike the reader as rather singular and far fetched but he may feel assured that it was by no means far fetched and that the circumstances were such that it would have been impossible to give him any other name;joy;é o nome nas passagens iniciais dizendo que pode parecer ao leitor bastante singular e improvável, mas ele pode se sentir seguro de que não foi de modo algum exagerado e que as circunstâncias eram tais que seria impossível dar-lhe qualquer outro nome;alegria
i feel too overwhelmed to clean anything so i just let it all pile up until it makes my whole life feel like it is going to come crashing down around me and i am helpless to stop it;surprise;sinto-me sobrecarregado demais para limpar qualquer coisa, então deixo tudo se acumular até que toda a minha vida pareça que vai desabar ao meu redor e estou impotente para impedir;surpresa
i feel that s the one thing i ve enjoyed about tv people have the time to be shocked over kenny powers and then you have time to let go of it and love him later on;surprise;eu sinto que é a única coisa que eu gostei na TV as pessoas têm tempo para ficar chocadas com os poderes do Kenny e então você tem tempo para deixar isso de lado e amá-lo mais tarde;surpresa
i can see in myself a lot of the older son i m angry at god the father not giving me what i want even though i feel that i ve been pretty faithful to him though i ve screwed up plenty;joy;consigo ver em mim muito o filho mais velho tenho raiva de deus o pai não me dar o que eu quero apesar de sentir que tenho sido bastante fiel a ele apesar de ter feito muitas besteiras;alegria
