estou me sentindo muito triste e com pena de mim mesma, mas logo vou me livrar disso; tristeza
estou dizendo que me sinto falso; tristeza
eu amo aquela sensação vertiginosa de encontrar alguém um pouco fofo e querer saber mais sobre eles; alegria
não posso escrever porque tenho medo de que meus pensamentos bobos não sejam suficientes para ajudá-lo; medo
definitivamente estou me sentindo um pouco melancólica, mas vou deixar as reflexões para amanhã; tristeza
eu me sinto inteligente agora; alegria
estou me sentindo confiante sobre isso; alegria
eu me sinto em paz com eles onde estão, mas sinto falta deles como um louco fico tonto com as mensagens de texto e telefonemas aleatórios; alegria
eu só estou com raiva, mas eu sei que ela está magoada, ela se sente suja; tristeza
eu me sinto super estranho e deslocado agora; alegria
tenho que me ver sentada na frente da consultora me sentindo furiosa e cada vez mais chateada com sua recusa paternalista em me permitir fazer uma escolha sobre o tipo de parto que eu queria; raiva
tenho a sensação de que eles podem ser agradavelmente surpreendidos; surpresa
eu já me senti privado quando depois que claire nasceu eu reagi à epidural e experimentei tremores extremos por algumas horas e não consegui segurá-la durante aquela experiência especial de alerta silencioso dos recém-nascidos; tristeza
escolho não me sentir culpado, indigno ou duvidado; tristeza
posso me sentir desanimado e frustrado; tristeza
quero que ele se torne mais plenamente ele mesmo e essa é a alegria que sinto quando, como ontem, ele diz com um sussurro animado mamãe; alegria
eu não estava sentindo e não queria fingir; tristeza
não sei por que deveria me sentir humilhado em escrever sobre isso; tristeza
eu me sinto tão torturado por isso; medo
eu me sinto benevolente com você hoje; alegria
tenho uma mini lista de coisas boas sobre mim que posso consultar da próxima vez que estiver me sentindo uma merda; tristeza
muitas vezes eu olho em volta e me sinto muito sobrecarregado; medo
eu só me aborreço com a maneira como eles compartilham seu sucesso ou até mesmo com a maneira como eles falam; raiva
eu tinha a sensação de que se eu não ajudasse isso poderia se transformar em uma cena ruim; tristeza
eu perdi quilos nunca estive doente, tirei remédios para pressão arterial e colesterol e me sinto ótimo; alegria
eu sinto que estou ainda mais impressionado com o Silent Knight, que é uma música instrumental ala hizaki; surpresa
eu sinto o amor de novo eu estava feliz que ele estava aparecendo agora eu estou me perguntando como seria se ele realmente me amasse; alegria
eu sinto que mereço ser quebrada com o quão frívola eu sou; tristeza
apareço me sentindo mais do que um pouco apreensiva; medo
olho para trás e me sinto muito culpado pelo dinheiro que gastei comigo mesmo que poderia ter sido gasto com a família; tristeza
sinto-me esplêndida sublime euforia; alegria
quase vomitei no dia anterior entrei para me perguntar como me sentia e quando lhe assegurei que estava melhor e provavelmente foi algo que comi ela piscou para mim e disse bem sabes que há outra coisa que pode fazer mulheres jovens doente assim também; alegria
eu sempre espero que seja assim porque me sinto tão admirada e me sinto tão segura na natureza; amar
sinto-me contente por apenas estar presente dando toda a minha atenção a esta obra-prima do tempo; alegria
penso na minha vida, há um forte sentimento de que sou uma jovem tão inocente; alegria
eu não gostaria que ele se sentisse sobrecarregado com tudo isso ou um dia se ressentisse de Adrian por tornar sua vida mais difícil; tristeza
eu sei que ela se sente impotente, mas aquele beijo que abraça o abraço todas as manhãs e o amor todas as noites; tristeza
sinto-me emocionado e bastante humilhado, não estava à espera de algo assim e é uma sensação engraçada; alegria
eu estava me sentindo meio hostil de qualquer maneira, então estava tudo bem para mim; raiva
faz um tempo que não tenho esse sentimento, então confio que fiquei muito agradecido; alegria
eu disse a ele bem, isso só me faz sentir realmente sem importância que você não pode fazer o esforço para entender direito; tristeza
estou me sentindo brincalhão, pensei em compartilhar minhas respostas com vocês; alegria
eu disse quando cinco anos de dor e futilidade saíram de meus ombros e voaram ao meu redor em estilo angelical eu me sinto alegre novamente; alegria
sinto uma espécie de doce alívio quando olho em volta e percebo que a casa parece uma casa e não uma rádio e isso me deixa feliz; amar
sinto como uma fome de dente selvagem e quando não há jantar à vista os sinos do jantar soam um som de ruth; raiva
não tive tempo para contar o dinheiro em parte porque o caixa já estava ligando para o próximo cliente e eu estava me sentindo um pouco apressado e atrapalhado com a próxima pessoa da fila subindo pelas minhas costas; raiva
odeio odeio ver as pessoas trabalharem e eu sentado e acima de tudo odeio as pessoas terem de cuidar de mim por isso pensei que estava a curar a um bom ritmo estava a sentir-me bastante forte e enérgico parecia ficar cansado rapidamente e consegui a cirurgia curando a dor; alegria
posso parar de me sentir desencorajado ou cheio de autopiedade quando outra onda cai sobre nós; tristeza
eu sinto que são mais valiosos acho que ele considera chato ou bobo; alegria
Eu trouxe isso para Deus e como estou morrendo ou me sentindo pra baixo durante as flexões ou chutes poderosos eu apenas digo Senhor me ajude eu posso fazer isso e eu sou; tristeza
estou me sentindo grata por existirem tantas pessoas que se preocupam com arte e querem fazer coisas; alegria
eu também no começo senti uma ponta de culpa, mas foi por um curto período de tempo e então eu comecei a me sentir chateado com o assédio; raiva
eu aprecio quando ele mostra como se sente porque sei que ele não é uma pessoa naturalmente afetuosa; amar
não pensei que chegaria tão rápido ou que chegaria, mas suponho que seja porque me sinto mal-humorado hoje; raiva
tenho certeza de como me sinto e o que quero na vida tudo ficou confuso; tristeza
tive aula no dia seguinte porque não estava me sentindo bem e me senti tão malditamente sonolento; alegria
me permiti comer alimentos que sei que me incomodam porque, afinal, como me sinto horrível, pode ter sido resultado direto de comer algo de que gosto; tristeza
eu me sinto tão seguro por eles; alegria
eu me sinto linda no caminho certo tirar boas notas fazer as pessoas felizes pouco talentosa uma boa cozinheira ter um ouvido muito bom para notas musicais amar anime ter pessoas que se importam comigo idiotas e ter uma vida com a qual eu possa fazer alguma coisa; alegria
eu me sinto paranóica com isso você não fala comigo há dois dias e estou com medo; medo
eu tenho um trabalho onde sou necessária e onde sinto falta quando vou embora e não são apenas as coisas que faço que fazem falta, mas eu como pessoa e isso é incrível; alegria
sinto que tenho pessoas talentosas à nossa volta na organização; alegria
eu estava preparando um lote de waffles para o café da manhã na outra manhã me ocorreu que eu poderia estar sentindo saudades de casa; tristeza
estou me sentindo muito melhor e estou pronto para sair do heaaa; alegria
estou apenas me sentindo um pouco melancólica no final do ano; tristeza
estou dando meu pt leva tempo para trabalhar com seus pacientes e está determinado a fazê-los se sentir melhor saindo do que quando entraram pelas portas; alegria
eu estava me sentindo infeliz e disse não; tristeza
tentei viver uma vida boa e honesta e ainda assim parece que estou sendo punido; tristeza
eu te agradeço do fundo do meu coração porque você me presenteou com a confiança que eu precisava para sentir que as coisas que eu quero compartilhar serão bem-vindas e talvez compreendidas e talvez até úteis; alegria
comecei a sentir que talvez tivesse me precipitado nisso e não orado ou pensado o suficiente; raiva
tenho me sentido meio triste ultimamente; tristeza
sinto que minha moral está sendo seriamente agredida e comprometida; medo
sinto-me assustado e entusiasmado com a cena; medo
eu realmente quero ser uma pessoa melhor e finalmente me sinto confiante o suficiente para dar o próximo passo e criar os alicerces de uma nova vida de sucesso; alegria
sinto vontade de voltar; alegria
também não sinto mais amargura pelos fãs que me tiraram do fandom; raiva
também me sinto inseguro quando solicitado a lembrar alguns dos conceitos de ciência da computação, como eficiência algorítmica, que estudei na universidade; medo
estou me sentindo bastante festivo; alegria
já estou me sentindo estressado duas semanas antes do Dia de Ação de Graças; tristeza
eu alterno entre me sentir perfeitamente feliz com este plano e muito triste e desapontada por não podermos experimentar um parto vaginal real; alegria
eu me sinto uma merda e não é minha culpa as outras pessoas não apreciarem o que eu faço, mas ainda assim eu não posso deixar de sentir que eu mereço; tristeza
mas me sinto uma daquelas garotas patéticas que inventam desculpas por causa de um cara; tristeza
eu estava com raiva de mim mesma por me sentir esgotada e exausta, especialmente porque eu tinha que ir para o meu segundo e terceiro empregos e não estaria em casa até muito mais tarde naquela noite; tristeza
eu me sinto muito empolgado com o futuro dos jogos agora; alegria
sinto-me naturalmente talentoso, embora saiba que cada um precisa de melhorar; alegria
estou me sentindo estressado assim é com a água; raiva
estou me sentindo melhor agora; alegria
eu acho que meu sobrinho se sente um lixo, mas a opinião popular é que ele vai ficar bem em poucos dias; alegria
eu te toco com meus sentimentos te seguro com meus pensamentos e com um sorriso eu me apaixono sem me importar em nada mostrar o coração; amar
já me sinto muito glamourosa tenham um ótimo dia a todos; alegria
