não me senti humilhado; tristeza
eu me sinto estudando e fazendo lição de casa novamente depois de semanas de férias target em branco img title classe ssba ssba alt src http www; tristeza
acho que o que estou tentando dizer é que não tenho namorados abusivos, não tenho sonhos esmagados, não tenho perda de empregos, não tenho motivos reais para me sentir deprimida, mas estou; tristeza
também me sinto extremamente abençoada por me casar com uma família tão amorosa; alegria
sinto que a única pessoa que realmente amei foi um cara que chamaremos de sr; amar
eu não conseguia dormir eu estava me sentindo bastante irritado e inquieto e toda vez que eu ia dormir um mosquito pousava no meu rosto ou guinchava em volta do meu ouvido; raiva
sinto mais simpatia do que nunca pelos professores do ensino fundamental que tentam coagir turmas inteiras de alunos da terceira série a caminhar em fila indiana até o refeitório; amar
eu mal me lembro de onde moro no meio de chegar a um acordo com a probabilidade de que eu ficaria solteiro pelo resto da minha vida e me sentindo muito contente com isso; alegria
eu o alimento e o quão forte eu sinto por não alimentá-lo com comida de cachorro processada de baixa qualidade porque eu quero que ele viva para sempre; tristeza
sinto-me indeciso, parece que a segurança que normalmente sinto ao sentir que o chão sob meus pés se foi de repente e me sinto vacilante e infeliz; medo
eu amo esse projetor ele é velho ele tem um cheiro antigo não é desagradável apenas velho e um pouco mofado ele é desde o início dos anos eu me sinto como se estivesse no meu próprio episódio de homens loucos quando o montamos para assistir algo nele; raiva
eu também espero que você entenda porque eu me sinto tão bravo com você quando você não apoia a regra do chapéu ou quando você aparece em um evento da escola sem o chapéu; raiva
eu sinto que deveria doer mais do que ela fez uma careta; tristeza
ficar na casa de um parente que já foi arrombada; medo
agora estou bêbado de novo e me sinto fabuloso; alegria
eu decidi pela primeira vez em cerca de meses tentar não usar meus feios tênis de corrida rosa e preto e pelo menos me sentir um pouco fofo saindo; alegria
sinto que as pessoas me envergonharam por ser assim; tristeza
estou me sentindo muito suave e relaxado, às vezes estou me sentindo produtivo e tranquilo e às vezes eu só quero me divertir, sabe; alegria
estou voltando ao vegitarianismo e é delicioso; alegria
estou me sentindo chateado e triste agora; raiva
eu estava conversando com meu líder distrital Elder Hill ontem à noite e estava explicando a ele algumas das minhas preocupações, como não ver os frutos de nossos esforços ainda não ter batizado ninguém e simplesmente sentir que tenho tantos problemas e fraquezas que nem engraçado; surpresa
eu me sinto tão inútil espancado e quebrado; tristeza
a época em que minha irmã teve seu primeiro filho eu estava tão feliz e alegre porque ela ficou dois dias depois do casamento antes de ter um filho; alegria
eu sinto que sujo src http i; tristeza
eu me sinto completamente apático rodando no automático; tristeza
sinto que tenho sido bastante negligente com o meu blog e só posso dizer que estamos aqui vivos e felizes; tristeza
eu também estava preocupado com a longa viagem porque eu tinha vomitado na noite anterior e como você pode imaginar não estou me sentindo nada bem; alegria
eu sinto que deveria tentar acalmá-la ela tem sido muito boa comigo desde que os jogos terminaram, mas eu posso ver Katniss ficando cada vez mais tensa a cada ajuste de horário; alegria
eu odeio sentir que sou tão indeciso; medo
sinto que é meu trabalho informá-lo quando você pode ter perdido outro feriado; tristeza
eu me sinto exausta depois de terminar de ler, é como se eu vivesse várias vidas ao mesmo tempo no período de um dia; tristeza
eu posso escrever sobre isso no meu diário ou algo que eu sou bom em manter um segredo do mundo não, isso me deprime e embora eu me sinta idiota de felicidade é felicidade eu assisto as notícias; tristeza
estou ansioso por isso, a menos que me sinta deslocado, embora tenha certeza de que me encaixarei; alegria
sinto que estou ficando cada vez mais tímido nos dias de hoje; medo
me divirto com o absurdo de tudo isso; alegria
eu me sinto muito mais produtivo na faculdade e, portanto, para manter essa produtividade a todo vapor, terei que pensar em algumas idéias para projetos de arte neste verão, treinar um exército de pombos de ataque e tomar conta de uma pequena e desabitada ilha; alegria
eu acho que ela estava se sentindo muito hesitante; medo
Eu costumava me sentir muito amigável com comecei a falar sobre como a Rússia está fazendo uma sujeira sem motivo, que eles não dão a mínima para seus cidadãos e que não podem ser confiáveis; alegria
posso reclamar, mas não me sinto nem um pouco sobrecarregado; tristeza
eu era quem estava carregando toda a dor e angústia, mas por que era eu que continuava a sentir a dor enquanto a bunda ainda estava vagando e se exibindo; tristeza
eu me sinto tão insegura de mim mesma e de tudo na minha vida; medo
pensei que tínhamos escapado dos intermináveis ​​ataques de corpos em roupões sentindo as lapelas um do outro agora temos o espetáculo encantador como eu tipo de um cara em um combo azul profundo apertado tentando para todos os efeitos tomar outro cara de vermelho por trás; alegria
estou sendo desafiado e me sinto valorizado o tempo todo; alegria
ainda posso sentir todos os meus músculos doendo; tristeza
sinto que fui realmente produtivo hoje; alegria
eu ia dizer que isso me faz sentir mal amado e merda, mas isso é só eu sendo excessivamente dramático; tristeza
eu fiz um tratamento de respiração, mas quando eu deitei na cama eu me senti um lixo completo e eu não conseguia dormir, então eu liguei pensando que eu realmente preciso de esteróides e mal me sinto bem; alegria
eu descobri por que me sinto tão ruim e agora não me sinto tão ruim porque muito do sentimento ruim vem de tentar descobrir por que certas emoções negativas existem, especialmente quando minha vida é muito boa na maioria das vezes, você; tristeza
eu me sentiria tímido ao usá-los porque tento não sujá-los etc; medo
eu me sinto sobrecarregado com um http http risca tudo; tristeza
me sinto menos estressado e no final do dia geralmente descubro que fiz mais; tristeza
nem consigo me lembrar de como é ser amado; amar
costumo ter uma sensação de desconforto ou talvez ficar perturbado, mas essa sensação de emoção só se manifesta na forma como o livro está sendo interpretado; tristeza
me sinto mais decidida e com menos vontade de fumar meus pulmões hoje obviamente não estão muito felizes comigo; alegria
eu me sinto tão assustada que só queria documentar como estou me sentindo; medo
eu sinto que o blackburn será um time teimoso contra o blackpool e o holloway vai querer uma reação positiva neste jogo mesmo se eles não conseguirem um resultado; raiva
suponho que sou um pouco ocasional, mas agora me tornei essa pessoa horrível e irritante e me sinto tão estranho sobre isso; medo
me sinto incerto sobre algo vou agir de forma mais positiva e poderosa; medo
tenho certeza de que algo virá a mim no dia em que me sentir um pouco mais artístico; alegria
estou me sentindo do jeito que ela não está cuidando de mim do jeito que costumava fazer; amar
eu estava me sentindo um pouco aventureiro e pedi a paella de frutos do mar e limonada e depois que a bebida chegou eu me chutei como deveria ter pedido um copo de sangria; alegria
ainda coro e fico chocado com as atividades recreativas que às vezes ouço sem querer e às vezes com vontade; surpresa
eu sinto que as pessoas não podem me apreciar, que qualquer elogio a mim não pode ser sincero ou que eu não mereço elogios em primeiro lugar; alegria
comecei a fazer o jantar sentindo-me bem por ter conseguido ouvir, o que resultou em um marido agora alegre; alegria
eu sinto que eles foram mais do que generosos e entendem completamente que as coisas mudam, quero dizer dias de folga não remunerados; amar
eu deveria estar correndo por aí embalando meu kit pronto para voar para a Gâmbia na terça-feira, mas em vez disso estou sentado aqui me sentindo um pouco melancólico depois de um jantar emocional em um pequeno poço bastante pequeno; tristeza
eu te deixei eu estava me sentindo muito derrotado; tristeza
sinto-me ansioso como costumo me sentir a esta hora da noite; medo
estou convencido de que o terapeuta ideal, que presumivelmente deveria ser capaz, por necessidade profissional, de compreender outra pessoa em sua singularidade e em sua totalidade, sem pressuposições, deveria ser pelo menos um ser humano razoavelmente saudável; alegria
eu me sinto como o palhaço da classe porque sou a única pessoa extrovertida lá; alegria
eu tenho aquela sensação de arremesso de primavera novamente e como uma flor desabrochando minha alma artística está pronta para um pouco de sol; alegria
eu recebo outra ligação de um júnior frenético para o meu arquivo e eu obviamente me recusei a ajudá-la e agora estou me sentindo como se eu fosse muito rude, quero dizer, eu fui como sim, desculpe, eu simplesmente não faço isso; raiva
sinto-me rebelde e penso que o façam; raiva
sinto que nos meus dias feios ou fases feias, como os chamo, não sou apenas pouco atraente, mas também de uma maneira estranha; tristeza
eu não me sinto ofendido de forma alguma e não deveria fazer isso grande e no final isso não me incomoda nada mas aprendi a mostrar algumas bolas no passado e dizer o que penso não é anônimo então se dermos algum peso ao conteúdo desses comentários haveria as perguntas o que está por trás disso; raiva
eu estava me sentindo otimista e realmente corri os primeiros quilômetros provavelmente em um ritmo; alegria
eu já moro na Virgínia há cerca de oito meses inteiros e é super estranho; alegria
geralmente sou tão forte, mas ela tem essa capacidade de me fazer sentir como uma criança travessa que não sabe do que está falando; amar
